2025-03-04 04:07:55,265 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=volume1, creationTime=1741061275186, modificationTime=1741061275186, quotaInBytes=109951162777600, quotaInNamespace=100, usedNamespace=0, objectID=-9223372036854775552, updateID=1, Transaction=1} | ret=SUCCESS |  
2025-03-04 04:07:57,632 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_BUCKET {volume=volume1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:rl[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1741061277607, bucketEncryptionKey=null, modificationTime=1741061277607, usedBytes=0, usedNamespace=0, owner=hadoop, replicationType=null, replicationConfig=null, quotaInBytes=1099511627776, quotaInNamespace=-1, Transaction=3} | ret=SUCCESS |  
2025-03-04 04:08:02,075 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=input, dataSize=0, Transaction=5} | ret=SUCCESS |  
2025-03-04 04:08:04,213 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key1, dataSize=21937, replicationType=NONE, Transaction=7} | ret=SUCCESS |  
2025-03-04 04:08:05,444 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key1, dataSize=21937, replicationType=RATIS, replicationFactor=THREE, Transaction=9} | ret=SUCCESS |  
2025-03-04 04:08:07,908 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key2, dataSize=17289, replicationType=NONE, Transaction=11} | ret=SUCCESS |  
2025-03-04 04:08:08,877 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key2, dataSize=17289, replicationType=RATIS, replicationFactor=THREE, Transaction=13} | ret=SUCCESS |  
2025-03-04 04:08:11,197 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=ALLOCATE_KEY {volume=volume1, bucket=bucket1, key=input/key3, dataSize=4068, replicationType=NONE, Transaction=15} | ret=SUCCESS |  
2025-03-04 04:08:12,211 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=input/key3, dataSize=4068, replicationType=RATIS, replicationFactor=THREE, Transaction=17} | ret=SUCCESS |  
2025-03-04 04:08:14,515 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user, dataSize=0, Transaction=19} | ret=SUCCESS |  
2025-03-04 04:08:16,449 | INFO  | OMAudit | user=hadoop | ip=172.18.0.3 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop, dataSize=0, Transaction=21} | ret=SUCCESS |  
2025-03-04 04:08:36,561 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=ozone-11983._COPYING_, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE, Transaction=23} | ret=SUCCESS |  
2025-03-04 04:08:38,800 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=ozone-11983._COPYING_, dataSize=15830, replicationType=RATIS, replicationFactor=THREE, Transaction=25} | ret=SUCCESS |  
2025-03-04 04:08:38,829 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=RENAME_KEY {volume=volume1, bucket=bucket1, dataSize=0, srcKey=ozone-11983._COPYING_, dstKey=ozone-11983, Transaction=27} | ret=SUCCESS |  
2025-03-04 04:08:49,947 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_DIRECTORY {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1741061328572_1081499059/in, dataSize=0, Transaction=29} | ret=SUCCESS |  
2025-03-04 04:08:49,990 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1741061328572_1081499059/in/part0, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE, Transaction=31} | ret=SUCCESS |  
2025-03-04 04:08:51,137 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=COMMIT_KEY {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1741061328572_1081499059/in/part0, dataSize=118, replicationType=RATIS, replicationFactor=THREE, Transaction=33} | ret=SUCCESS |  
2025-03-04 04:08:51,155 | INFO  | OMAudit | user=hadoop | ip=172.18.0.14 | op=CREATE_FILE {volume=volume1, bucket=bucket1, key=user/hadoop/QuasiMonteCarlo_1741061328572_1081499059/in/part1, dataSize=268435456, replicationType=RATIS, replicationFactor=THREE, Transaction=35} | ret=SUCCESS |  
