2026-03-24 08:20:28,890 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-24 08:20:28,915 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-24 08:20:28,887 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-24 08:20:28,911 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-24 08:20:28,900 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-24 08:20:34,698 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=REGISTER {"datanodeDetails":"6c5a7188-be24-45ee-8bb2-1bbcf7e2e001(ozone-balancer-datanode3-1.ozone-balancer_default/172.18.0.8)"} | ret=SUCCESS |  
2026-03-24 08:20:34,698 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {"datanodeDetails":"c0cc81cc-0467-4fcc-883f-edfab6269d1e(ozone-balancer-datanode6-1.ozone-balancer_default/172.18.0.4)"} | ret=SUCCESS |  
2026-03-24 08:20:34,702 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {"datanodeDetails":"7b271173-56ac-49be-bbd8-c0a926bb9e78(ozone-balancer-datanode1-1.ozone-balancer_default/172.18.0.5)"} | ret=SUCCESS |  
2026-03-24 08:20:34,701 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=REGISTER {"datanodeDetails":"1b46917b-b43a-4b7a-94a9-ee4e695a7b20(ozone-balancer-datanode4-1.ozone-balancer_default/172.18.0.9)"} | ret=SUCCESS |  
2026-03-24 08:20:54,651 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"1b46917b-b43a-4b7a-94a9-ee4e695a7b20","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:20:54,651 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"7b271173-56ac-49be-bbd8-c0a926bb9e78","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:20:54,651 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"6c5a7188-be24-45ee-8bb2-1bbcf7e2e001","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:20:54,654 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c0cc81cc-0467-4fcc-883f-edfab6269d1e","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:14,625 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"1b46917b-b43a-4b7a-94a9-ee4e695a7b20","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:14,638 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"6c5a7188-be24-45ee-8bb2-1bbcf7e2e001","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:14,644 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c0cc81cc-0467-4fcc-883f-edfab6269d1e","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:14,648 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"7b271173-56ac-49be-bbd8-c0a926bb9e78","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:34,625 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"1b46917b-b43a-4b7a-94a9-ee4e695a7b20","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:34,638 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"6c5a7188-be24-45ee-8bb2-1bbcf7e2e001","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:34,646 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c0cc81cc-0467-4fcc-883f-edfab6269d1e","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:34,651 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"7b271173-56ac-49be-bbd8-c0a926bb9e78","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:54,624 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"1b46917b-b43a-4b7a-94a9-ee4e695a7b20","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:54,637 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"6c5a7188-be24-45ee-8bb2-1bbcf7e2e001","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:54,644 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"7b271173-56ac-49be-bbd8-c0a926bb9e78","command":"[]"} | ret=SUCCESS |  
2026-03-24 08:21:54,648 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c0cc81cc-0467-4fcc-883f-edfab6269d1e","command":"[]"} | ret=SUCCESS |  
