2023-12-26 12:06:15,180 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 12:06:16,373 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=c6ae57d1-cf51-4a1d-923a-31d945ad0f8d(b92b048cfc09/172.25.0.102)} | ret=SUCCESS |  
2023-12-26 12:06:16,507 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 12:06:17,724 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2023-12-26 12:06:18,115 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=c6ae57d1-cf51-4a1d-923a-31d945ad0f8d, command=[]} | ret=SUCCESS |  
2023-12-26 12:06:18,302 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=17eb4db3-f203-474a-9c80-596ea19e90ea(0c1069426d7b/172.25.0.103)} | ret=SUCCESS |  
2023-12-26 12:06:19,476 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=c6ae57d1-cf51-4a1d-923a-31d945ad0f8d, command=[]} | ret=SUCCESS |  
2023-12-26 12:06:19,644 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=585085bb-d798-4c08-b7a3-5d1f59b08166(bf88cbdc0863/172.25.0.104)} | ret=SUCCESS |  
2023-12-26 12:06:20,230 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=17eb4db3-f203-474a-9c80-596ea19e90ea, command=[]} | ret=SUCCESS |  
2023-12-26 12:06:21,505 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=585085bb-d798-4c08-b7a3-5d1f59b08166, command=[]} | ret=SUCCESS |  
2023-12-26 12:06:21,686 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=17eb4db3-f203-474a-9c80-596ea19e90ea, command=[]} | ret=SUCCESS |  
2023-12-26 12:06:21,888 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=17eb4db3-f203-474a-9c80-596ea19e90ea, command=[]} | ret=SUCCESS |  
