2025-05-16 09:03:28,238 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION null | ret=SUCCESS |  
2025-05-16 09:03:29,230 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=976d1232-97d4-4df5-a457-66857aa508f9(24de9ed8b16a/172.25.0.103)} | ret=SUCCESS |  
2025-05-16 09:03:29,547 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION null | ret=SUCCESS |  
2025-05-16 09:03:29,808 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION null | ret=SUCCESS |  
2025-05-16 09:03:31,070 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=976d1232-97d4-4df5-a457-66857aa508f9, command=[]} | ret=SUCCESS |  
2025-05-16 09:03:31,288 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=f5bd424e-21a2-4adf-8a98-c6980be18fd4(e96ea0032843/172.25.0.102)} | ret=SUCCESS |  
2025-05-16 09:03:31,567 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {datanodeDetails=e335bd1a-9ed8-46ad-8e3b-210401d6c21b(41e132e6617e/172.25.0.104)} | ret=SUCCESS |  
2025-05-16 09:03:32,460 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=976d1232-97d4-4df5-a457-66857aa508f9, command=[]} | ret=SUCCESS |  
2025-05-16 09:03:33,261 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=f5bd424e-21a2-4adf-8a98-c6980be18fd4, command=[]} | ret=SUCCESS |  
2025-05-16 09:03:33,490 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e335bd1a-9ed8-46ad-8e3b-210401d6c21b, command=[]} | ret=SUCCESS |  
2025-05-16 09:03:34,554 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=f5bd424e-21a2-4adf-8a98-c6980be18fd4, command=[]} | ret=SUCCESS |  
2025-05-16 09:03:34,839 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=f5bd424e-21a2-4adf-8a98-c6980be18fd4, command=[]} | ret=SUCCESS |  
2025-05-16 09:03:35,035 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=e335bd1a-9ed8-46ad-8e3b-210401d6c21b, command=[]} | ret=SUCCESS |  
